name,city,country,latitude,longitude
"Islamic Azad University, Abhar Branch",Abhar,Iran,,
Manaaki Whenua – Landcare Research,Lincoln,New Zealand,,
Institute of Biological Research Cluj-Napoca,Cluj Napoca,Romania,46.769379,23.5899542
Hydra Clarkson International,Sheffield,United Kingdom,53.3806626,-1.4702278
Centre Scientifique de Monaco,Monte Carlo,Monaco,,
"Istituto di Ricerca Sulle Acque, Bari",Bari,Italy,41.1257843,16.8620293
GEC,Bharuch,India,,
Kanthal AB,Hallstahammar,Sweden,,
Symbiosis Skills and Professional University,Pune,India,18.5213738,73.8545071
Surgut State University,Surgut,Russian Federation,,
Leibniz Institute for East and Southeast European Studies,Regensburg,Germany,49.0195333,12.0974869
Semiconductor Manufacturing International Corporation Shanghai,Shanghai,China,31.2312707,121.4700152
National Engineering Research Center for GIS,Wuhan,China,30.5951051,114.2999353
ZT Services,Auburn,United States,32.6098566,-85.4807825
Institut de Physique des 2 Infinis de Lyon,Villeurbanne,France,45.7733573,4.8868454
Federal Agency for Cartography and Geodesy (BKG),Leipzig,Germany,51.3406321,12.3747329
The Extreme Light Infrastructure ERIC,Dolni Brezany,Czech Republic,,
Max Planck Institute for Biophysical Chemistry,Gottingen,Germany,51.5328328,9.9351811
National Research Nuclear University MEPhI,Moscow,Russian Federation,55.625578,37.6063916
National Engineering Research Center of Oral Biomaterials and Digital Medical Devices,Beijing,China,40.190632,116.412144
Molde Hospital,Molde,Norway,62.6016257,8.1386208
Brooks AFB,San Antonio,United States,29.4246002,-98.4951405
Institut de Recherche pour le Développement Dakar,Dakar,Senegal,,
National Museum of Wales,Cardiff,United Kingdom,51.4816546,-3.1791934
Skånes Universitetssjukhus,Lund,Sweden,55.7029296,13.1929449
Université de Technologie de Belfort-Montbéliard,Belfort,France,47.6379599,6.8628942
Air Liquide,Paris,France,48.8534951,2.3483915
Academy of Sciences of the Republic of Uzbekistan,Tashkent,Uzbekistan,41.3123363,69.2787079
Zavod Fitlab,Logatec,Slovenia,,
Institute of Archaeology named after A.Kh. Margulan,Almaty,Kazakhstan,43.2363924,76.9457275
Louisiana State University School of Nursing,New Orleans,United States,29.9759983,-90.0782127
School of Dental Medicine,Bern,Switzerland,46.9484742,7.4521749
Phoenix Veterans Affairs Health Care System,Phoenix,United States,33.4484367,-112.074141
Lingnan College,,United States,,
Noraker,Villeurbanne,France,45.7733573,4.8868454
Alemnis GmbH,Thun,Switzerland,,
Linz Center of Mechatronics GmbH,Linz,Austria,48.3059078,14.286198
CPN spol. s r.o.,,Czech Republic,,
Pyrotechnics Chemical Research Laboratory,Dover,United States,,
NOAA/NESDIS Systems Design and Applications Branch,Madison,United States,43.074761,-89.3837613
"Ministry of Agriculture, Hungary",Budapest,Hungary,47.4978789,19.0402383
Institute of Experimental Botany of the Academy of Sciences of the Czech Republic,Prague,Czech Republic,50.0596288,14.4464593
NO.208 Research Institute of China Ordnance Industries,Beijing,China,40.190632,116.412144
Pakistan Institute of Nuclear Science and Technology,Islamabad,Pakistan,33.6938118,73.0651511
Sunchang Research Institute of Health and Longevity,,South Korea,,
Evaluations and Language Resources Distribution Agency (ELDA),Paris,France,48.8534951,2.3483915
Gabriele Monasterio Foundation,Pisa,Italy,43.4714722,10.6797912
Beihang University,Beijing,China,40.190632,116.412144
Lundquist College of Business,Eugene,United States,44.0505054,-123.0950506
Maurice Wilkins Centre for Molecular BioDiscovery,Auckland,New Zealand,-36.852095,174.7631803
Tier Energy Ltd.,Islamabad,Pakistan,33.6938118,73.0651511
Canadian International College,New Cairo,Egypt,30.0277688,31.4756825
National University of Singapore,Singapore City,Singapore,1.296168,103.8500437
Key Laboratory of Lignocellulosic Material Science and Technology of Heilongjiang Province,Harbin,China,45.7593633,126.6276177
"Technology and Management Systems, Inc.",Burlington,United States,,
"ENI S.p.A., Italy",Rome,Italy,41.8933203,12.4829321
Institut des Sciences de la Mécanique et Applications Industrielles,Palaiseau,France,48.7144587,2.2453842
Evonik Performance Materials GmbH,Marl,Germany,,
Zone Atelier ‘Hwange’,Dete,Zimbabwe,,
Airbus Helicopters Marignane,Marignane,France,,
Research Institute for Advanced Studies,Baltimore,United States,39.2908816,-76.610759
Kobe University School of Medicine,Kobe,Japan,34.6932379,135.1943764
Institute of Electronic Structure and Laser of the Foundation for Research and Technology-Hellas,Heraklion,Greece,35.33908,25.1332843
National Technology Innovation Center of Synthetic Biology,Tianjin,China,39.3032619,117.4163641
ICMET,Craova,Romania,46.0,25.0
Ben May Department for Cancer Research,Chicago,United States,41.8755616,-87.6244212
Vijayanagara Sri Krishnadevaraya University,Ballari,India,,
Korea Institute of Rare Metals,Incheon,South Korea,,
National Museum of Romanian History,Bucharest,Romania,44.4361414,26.1027202
Service Hospitalier Frédéric Joliot,Orsay,France,48.699184,2.187457
MGM Muthoot Hospitals Pathanamthitta,Pathanamthitta,India,,
Beijing Tongmei Xtal Technology Co. Ltd.,Beijing,China,40.190632,116.412144
Alstom UK,London,United Kingdom,51.4893335,-0.1440551
Shenyang Geotechnical Investigation and Surveying Research Institute,Shenyang,China,41.8026095,123.4279105
Carlo Gavazzi Space S.p.A.,Milan,Italy,45.4641943,9.1896346
Ingenieurbüro Austermann,,Germany,,
Pontificia Universidad Catolica Argentina,Buenos Aires,Argentina,-34.6083696,-58.4440583
Facoltà di Farmacia e Medicina,Rome,Italy,41.8933203,12.4829321
Sikkim University,Gangtok,India,,
Statens Institut for Folkesundhed,Copenhagen,Denmark,55.6867243,12.5700724
"Nichia Chemical Industries, Ltd.",Anan,Japan,,
Superior National School of Industrial Ceramics,,France,,
CONACYT-Centro de Ingeniería y Desarrollo Industrial,Campeche,Mexico,19.0,-90.5
S. Giovanni Rotondo - FG,,Italy,,
Mahasarakham University,Maha Sarakham,Thailand,,
German Marshall Fund of the United States,Washington,United States,38.8950368,-77.0365427
Consejo de Seguridad Nuclear,Madrid,Spain,40.4167047,-3.7035825
European Brain Council,Brussels,Belgium,50.8465573,4.351697
University of Saskatchewan,Saskatoon,Canada,52.131802,-106.660767
Rashtriya Raksha University,Gandhinagar,India,23.2232877,72.6492267
Hornicka Poliklinika,Ostrava,Czech Republic,49.8349139,18.2820084
International Growth Centre,Freetown,Sierra Leone,,
Unidade Militar Laboratorial de Defesa Biológica e Química,,Portugal,,
Universitatea de Stiinte Agronomice si Medicina Veterinara din Bucuresti,Bucharest,Romania,44.4361414,26.1027202
King Abdullah University of Science and Technology,Thuwal,Saudi Arabia,,
Centre de Microscopie Electronique,Lausanne,Switzerland,46.5218269,6.6327025
Texas Tech University Health Sciences Center El Paso,El Paso,United States,31.7601164,-106.4870404
Chongqing Jiaotong University,Chongqing,China,30.05518,107.8748712
Petroleum and Chemical Industry Engineering Laboratory of Non-halogen Flame Retardants for Polymers,Beijing,China,40.190632,116.412144
"College of Arts, Humanities and Social Sciences",Edinburgh,United Kingdom,55.9533456,-3.1883749
School of Sustainability,Tempe,United States,33.4255117,-111.940016
Weldon School of Biomedical Engineering,West Lafayette,United States,40.4258686,-86.9080655
VDEh-Betriebsforschungsinstitut GmbH,Dusseldorf,Germany,51.2254018,6.7763137
Australian Transaction Reports and Analysis Centre,Melbourne,Australia,-37.8142454,144.9631732
GESPAD Al-Andalus S.L. Archaeology,Granada,Spain,37.1734995,-3.5995337
Sam Noble Oklahoma Museum of Natural History,Norman,United States,,
Soonchunhyang University,Asan,South Korea,36.7899498,127.0026769
Institut National des Postes et Télécommunications,Rabat,Morocco,34.0218454,-6.8408929
Institute for Microelectronic and Mechatronic Systems,Ilmenau,Germany,,
Smith+Nephew,London,United Kingdom,51.4893335,-0.1440551
Silesian Rehabilitation and Prevention Centre,Ustron,Poland,49.7181505,18.8028338
China-Australia Institute for Advanced Materials and Manufacturing,,China,,
European Heart Network,Brussels,Belgium,50.8465573,4.351697
MRC National Institute for Medical Research,London,United Kingdom,51.4893335,-0.1440551
Ministry of Ecology,Chernobyl,Ukraine,,
University of Évora,Evora,Portugal,,
China National Silk Museum,Hangzhou,China,30.2489634,120.2052342
General Hospital Zadar,Zadar,Croatia,,
Auburn University at Montgomery,Montgomery,United States,,
The College of Post and Telecommunication of WIT,Wuhan,China,30.5951051,114.2999353
Key Laboratory of Southern Subtropical Plant Diversity,"Qingshuihe, Shenzhen",China,22.568614,114.0927054
Shanghai Institute of Aircraft Mechanics and Control,Shanghai,China,31.2312707,121.4700152
Sicar spol.s r.o.,Cesky Brod,Czech Republic,,
"Universidad Nacional Autónoma de México, Facultad de Medicina",Mexico,Mexico,23.6585116,-102.0077097
Zoe Global Limited,London,United Kingdom,51.4893335,-0.1440551
Institute of Biochemistry of the Romanian Academy,Bucharest,Romania,44.4361414,26.1027202
FMC Corp (UK) Ltd,Manchester,United Kingdom,53.4794892,-2.2451148
Fort Collins Science Center,Fort Collins,United States,40.5871782,-105.0770113
Universiti Malaysia Kelantan,Bachok,Malaysia,,
CID-KUO,,Mexico,,
Center for Ceramic Reseach,,,,
Josa Andras Hospital,Nyiregyhaza,Hungary,,
Steno Diabetes Center Copenhagen,Herlev,Denmark,55.7337193,12.4294516
Yasuda Women’s University,Hiroshima,Japan,34.3917241,132.4517589
Neelands Group Ltd.,Burlington,Canada,,
ESIC Business &amp; Marketing School,Madrid,Spain,40.4167047,-3.7035825
Henan College of Industry and Information Technology,Jiaozuo,China,35.1375,113.143889
Bengbu Medical University,Bengbu,China,32.9176422,117.3825673
Dalian Ruiguang Nonwoven Group Co. Ltd.,Dalian,China,39.740278,122.255833
Faculty of Electrical Engineering and Information Technology,Zilina,Slovakia,,
Virginia Institute for Scientific Research,Richmond,United States,37.5385087,-77.43428
Institut de Recerca Oncologica,Hospitalet de Llobregat,Spain,41.3598601,2.0997927
National Forestry and Grassland Administration Detecting Center of Wildlife,Harbin,China,45.7593633,126.6276177
"Langage, Langues et Cultures d’Afrique",Villejuif,France,48.7921098,2.3633048
Department of Cognitive Science,La Jolla,United States,32.553509,-94.359496
Selçuk Üniversitesi,Selçuklu,Turkey,,
Jilin Agriculture Science And Technology College,Jilin,China,43.7289674,126.1997366
Sri Velagapudi Ramakrishna Memorial College,Nagaram,India,,
Universitas Pembangunan Nasional Veteran Jakarta,Jakarta,Indonesia,-6.1754049,106.827168
"Islamic Azad University, Urmia Branch",Urmia,Iran,37.548341,45.0667111
"Scientific and Practical Centre ""Cardiology""",Minsk,Belarus,53.9024716,27.5618225
Universidad Autónoma Chapingo,Texcoco,Mexico,,
"Iranian Academic Center for Education, Culture and Research",Tehran,Iran,35.6892523,51.3896004
Deloitte LLP,Orlando,United States,28.5421109,-81.3790304
Faculty of Technology and Education,Suez,Egypt,29.974498,32.537086
Pub Kamrup College,,India,,
Bells University of Technology,Ota,Nigeria,,
University of Brussels,Brussels,Belgium,50.8465573,4.351697
Laboratoire Matière et Systèmes Complexes,Paris,France,48.8534951,2.3483915
Heliopolis University,Dar El Salam,Egypt,,
Neurodatalab,,United States,,
"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",Rio de Janeiro,Brazil,-22.9110137,-43.2093727
Museo Archeologico del Finale,Savona,Italy,,
Iranian Ministry of Health and Medical Education,Tehran,Iran,35.6892523,51.3896004
Ferrer,Barcelona,Spain,41.3828939,2.1774322
Data Analytics Division,Kollam,India,8.8870815,76.5907017
Université Gustave Eiffel,Marne-la-Vallee,France,48.859298,2.5989048
"Catalytic Cracking Solutions, LLC",,United States,,
Marine Chemical Research Institute,Qingdao,China,36.0663249,120.3777659
EDIS vvd.,Kosice,Slovakia,48.7172272,21.2496774
VIT Business School,Vellore,India,,
College of International Transport &amp; Logistics,Alexandria,Egypt,31.1991806,29.8951716
American-Standard Research Division,Union,United States,40.9745493,-77.0785945
Georgian Technical University,Tbilisi,Georgia,41.6934591,44.8014495
Society for Natural Language Technology Research (SNLTR),Kolkata,India,22.5726459,88.3638953
NHS Fife,Kirkcaldy,United Kingdom,,
Datox,Paris,France,48.8534951,2.3483915
Imaging Department,Athens,Greece,37.9755648,23.7348324
Autoliv Inc.,Stockholm,Sweden,59.3251172,18.0710935
Nanjing University of Information Science &amp; Technology,Nanjing,China,32.0438284,118.7788631
University of Furtwangen,Furtwangen,Germany,,
"Institut Universitaire de Pathologie, Lausanne",Lausanne,Switzerland,46.5218269,6.6327025
Stockholm Environment Institute,Stockholm,Sweden,59.3251172,18.0710935
Virtual Reality and Multi Media Park,Torino,Italy,45.0677551,7.6824892
Al Al-Bayt University,Mafraq,Jordan,,
KMM FST WBU,Pilsen,Czech Republic,49.7477415,13.3775249
Baluchaung II Hydropower Station,,Myanmar,,
Turbomachinery and Engine Development Department,,Japan,,
HistoGeneX NV,Edegem,Belgium,,
Indira Gandhi Institute Of Dental Sciences,Puducherry,India,10.9156489,79.8069488
China University of Mining and Technology,Xuzhou,China,34.2665258,117.1810431
Universidade Federal de Viçosa,Vicosa,United States,,
Technical Unit for Brindisi Material Technologies (UTTMATB),Brindisi,Italy,,
"Advanced Centre for Treatment, Research &amp; Education in Cancer",Navi Mumbai,India,19.0308262,73.0198537
School of Water Resources and Environment,Beijing,China,40.190632,116.412144
Enerize Corp. of Florida,Orlando,United States,28.5421109,-81.3790304
Amory Building,Exeter,United Kingdom,50.7256138,-3.5269209
"Toshiba America, Inc.",New York,United States,40.7127281,-74.0060152
Office Français de la Biodiversité,Epinal,France,,
Catalonia Institute for Energy Research IREC,Barcelona,Spain,41.3828939,2.1774322
Atlanta Diabetes Associates,Atlanta,United States,33.7489924,-84.3902644
Biological Science and Technology College,Suzhou,China,31.311123,120.6212881
Portland VA Medical Center,Portland,United States,45.5202471,-122.674194
Universität München,Garching bei Munchen,Germany,48.2513878,11.6509662
Division of Nephrology,Birmingham,United States,33.5206824,-86.8024326
Tokyo Gakugei University,Koganei,Japan,,
FEAAM GmbH,Neubiberg,Germany,,
TüV Süd Energietechnik,,Germany,,
"Materials Design, Inc.",San Diego,United States,32.7174202,-117.162772
Tata Nexarc,Bengaluru,India,12.9767936,77.590082
Massachusetts College of Pharmacy and Health Sciences,Boston,United States,42.3554334,-71.060511
2SLS2 Consulting,San Diego,United States,32.7174202,-117.162772
DMO,Utrecht,Netherlands,52.0907006,5.1215634
Swiss Tropical and Public Health Institute Swiss TPH,Allschwil,Switzerland,,
"Exponent, Inc.",Menlo Park,United States,37.4519671,-122.177992
Naruto University of Education,Naruto,Japan,,
IUT Chalon sur Saône,,France,,
Intermountain Medical Center,Murray,United States,34.7851861,-84.7352262
Wilson College,Mumbai,India,19.054999,72.8692035
"National Institute of Physics, College of Science, University of the Philippines, Diliman",Quezon City,Philippines,14.6510546,121.0486254
Inst. Nucl. Power Res.,Moscow,Russian Federation,55.625578,37.6063916
Hemmenhofen,Hemmenhofen,Germany,47.6705193,8.9689229
Hospital General de Castellon,Castellon de la Plana,Spain,39.9860347,-0.0377354
Technology Partners Foundation,Warsaw,Poland,52.2319581,21.0067249
AEMET (State Meteorological Agency of Spain),Madrid,Spain,40.4167047,-3.7035825
National University Hospital,Singapore City,Singapore,1.296168,103.8500437
Zhuhai College of Science and Technology,Zhuhai,China,22.273734,113.5721327
National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”,Kyiv,Ukraine,50.4500336,30.5241361
Resource and Environmental Management Lab,Beijing,China,40.190632,116.412144
Co-founder German Association for Synthetic Biology,,Germany,,
Centre for Orofacial Regeneration,Brisbane,Australia,-27.4689623,153.0235009
IBM Thomas J. Watson Research Center,Yorktown Heights,United States,,
Dalian Institute of Chemical Physics Chinese Academy of Sciences,Dalian,China,39.740278,122.255833
Hamm-Lippstadt University of Applied Sciences,Hamm,Germany,,
Fraunhofer Institute for Material Flow and Logistics IML,Dortmund,Germany,51.5142273,7.4652789
Hebei University of Economics and Business,Shijiazhuang,China,38.0429742,114.5088385
Baicheng Normal University,Baicheng,China,,
Solarex Corp,Newtown,United States,,
Hellenic Air Force Academy,Athens,Greece,37.9755648,23.7348324
Ministry of the Interior,Rome,Italy,41.8933203,12.4829321
"Ministry of Posts and Telecommunications, Japan",Koganei,Japan,,
"California State University, Sacramento",Sacramento,United States,38.5810606,-121.493895
ESSEC Business School,Cergy-Pontoise,France,49.0527528,2.0388736
Bowmont Cottage,Dunbar,United Kingdom,,
Det Natur- og Biovidenskabelige Fakultet,Frederiksberg,Denmark,,
Ministry of Culture,Torino,Italy,45.0677551,7.6824892
Interventional MRI Unit,,,,
Chimie du Solide et Energie Lab,Paris,France,48.8534951,2.3483915
University of Macedonia,Thessaloniki,Greece,40.6403167,22.9352716
Hunan Province Cooperative Innovation Center for the Construction &amp; Development of Dongting Lake Ecological Economic Zone,,China,,
U.S. Census Bureau,"Washington, D.C.",United States,38.8950368,-77.0365427
School for Field Studies,Beverly,United States,,
C-Tech Innovation Ltd.,Chester,United Kingdom,53.1908873,-2.8908955
Formal Works Inc.,Seoul,South Korea,37.5666791,126.9782914
Università d’Annunzio,Pescara,Italy,42.3102619,13.9575901
Clonetics Corporation,San Diego,United States,32.7174202,-117.162772
National Engineering Research Center for Equipment and Technology of Cold Strip Rolling,Qinhuangdao,China,39.9395724,119.5894129
Seoul National University College of Medicine,Seoul,South Korea,37.5666791,126.9782914
Qiannan Normal College for Nationalities,Duyun,China,,
International Research Foundation,Krakow,Poland,50.0619474,19.9368564
Ustredni ustab geologicky,Prague,Czechoslovakia,,
IK4 Azterlan,Durango,Spain,,
University of Colombo Faculty of Medicine,Colombo,Sri Lanka,6.9388614,79.8542005
Recep Tayyip Erdogan University,Rize,Turkey,,
Boyer Center for Molecular Medicine,New Haven,United States,41.3082138,-72.9250518
Eloop Mobility Solutions,Chennai,India,13.0836939,80.270186
Hung. Coord. Cncl. on Wk. Psychol.,Budapest,Hungary,47.4978789,19.0402383
Comprehensive Research Organization for Science and Society,Tsuchiura,Japan,,
Al-Muthanna University,Samawah,Iraq,,
"Advanced Diamond Technologies, Inc.",Romeoville,United States,,
IU School of Nursing,Indianapolis,United States,39.7683331,-86.1583502
SJR Research,Ottawa,Canada,45.4208777,-75.6901106
Stemorgan Therapeutics,Albany,United States,42.6511674,-73.754968
Brockmann Consult GmbH,Hamburg,Germany,53.550341,10.000654
Universiti Teknologi PETRONAS,Seri Iskandar,Malaysia,4.3612524,100.9508728
Centre de Recherche en Neurosciences de Lyon,Bron,France,,
China Pharmaceutical University,Nanjing,China,32.0438284,118.7788631
China University of Geosciences,Wuhan,China,30.5951051,114.2999353
Jersey Sport Foundation,"Jersey, Channel Islands",United Kingdom,,
University in Bratislava,Bratislava 4,Slovakia,,
Analytic Sciences Corporation,Reading,United States,,
Universidad de Extremadura,Badajoz,Spain,,
"JSS Medical College &amp; Hospital, Mysuru",Mysore,India,12.3051828,76.6553609
DGA/CTA,Arcueil,France,,
Algemeen Ziekenhuis Klina,Brasschaat,Belgium,,
FEE and IT SUT,Bratislava,Slovakia,48.1516988,17.1093063
Centrum Wiskunde &amp; Informatica,Amsterdam,Netherlands,52.3730796,4.8924534
Nile University,6th October,Egypt,29.9723458,30.9409205
Region Stockholm,Stockholm,Sweden,59.3251172,18.0710935
Sorbonne University,,,,
Beijing Climate Centre,Beijing,China,40.190632,116.412144
DTx Colab,Guimaraes,Portugal,41.4417677,-8.2955712
VUKI a. s.,Bratislava,Slovakia,48.1516988,17.1093063
Jiangsu Collaborative Innovation Center for Solid Organic Waste Resource Utilization,Nanjing,China,32.0438284,118.7788631
University Hospital of Psychiatry Zurich,Zurich,Switzerland,47.3744489,8.5410422
Aeronautical Development Agency India,Bengaluru,India,12.9767936,77.590082
Treviso Hospital,Treviso,Italy,,
OEM Business Unit,Mountain View,United States,37.3893889,-122.0832101
Ben-Gurion University of the Negev,Beer-Sheva,Israel,31.2457442,34.7925181
Walton Hospital,Chesterfield,United Kingdom,53.2352134,-1.4264097
Indian Oil Corporation Limited,New Delhi,India,28.6430858,77.2192671
Abasyn University,Peshawar,Pakistan,34.0123846,71.5787458
Islamic University of Science and Technology,Awantipora,India,,
Aircrew Training Research Division,Mesa,United States,33.4151005,-111.831455
Institute of Acoustics Chinese Academy of Sciences,Beijing,China,40.190632,116.412144
"Centennial College, Canada",Toronto,Canada,43.6534817,-79.3839347
National Research Center for Rehabilitation Technical Aids,Beijing,China,40.190632,116.412144
Geomatics Canada,Ottawa,Canada,45.4208777,-75.6901106
Universidade Regional do Noroeste do Estado do Rio Grande do Sul,Ijui,Brazil,,
Hunan Normal University,Changsha,China,28.1450774,113.2384362
Henan Academy of Agricultural Sciences,Zhengzhou,China,34.7533392,113.6599983
Optimar AS avd. Stranda,,Norway,,
Greenearth.travel,Brussels,Belgium,50.8465573,4.351697
AI Institute Global,Singapore City,Singapore,1.296168,103.8500437
Collaborative Innovation Center for Green Chemical Manufacturing and Accurate Detection,Jinan,China,36.6519754,117.1138479
Beijing Information Science &amp; Technology University,Beijing,China,40.190632,116.412144
"CMR Institute of Technology, Hyderabad",Hyderabad,India,17.360589,78.4740613
Zhejiang Police Vocational Academy,Hangzhou,China,30.2489634,120.2052342
Ng Teng Fong General Hospital,Singapore City,Singapore,1.296168,103.8500437
Huntsman Cancer Institute,Salt Lake City,United States,40.7596198,-111.886797
Staatliche Naturwissenschaftliche Sammlungen Bayerns,Munich,Germany,48.1371079,11.5753822
Tatarstan Academy of Sciences,Kazan,Russian Federation,55.7823547,49.1242266
Shanghai Institute of International Finance and Economics,Shanghai,China,31.2312707,121.4700152
Universidad Autonoma de Sialoa,Culiacan,Mexico,,
"Global Foundries, Inc.",Malta,United States,,
Theagenion Cancer Hospital,Thessaloniki,Greece,40.6403167,22.9352716
Pharmaceutical Research Institute,Rensselaer,United States,42.7091389,-73.5107732
Sabir Engineering Co.,Tehran,Iran,35.6892523,51.3896004
Brazilian Airport Infrasctructure Company (INFRAERO),Campinas,Brazil,-22.9056391,-47.059564
Mahishadal Raj College,Mahishadal,India,,
Veeco ALD,Waltham,United States,42.3762385,-71.2355644
National Institute of Fitness and Sports in Kanoya,Kanoya,Japan,,
Central Washington University,Ellensburg,United States,,
Beijing Jingshan School Tongzhou Branch,Beijing,China,40.190632,116.412144
Hebei Ding Porcelain Electronic Technology Co. LTD,,China,,
Bur. de Rech. Geol./Minieres,Orleans,France,47.9027336,1.9086066
"Yoo Sung Co., Ltd",Ulsan,South Korea,35.5391697,129.3119136
Banasthali Vidyapith,Vanasthali,India,,
University of Oregon and Arbetslivscentrum,Stockholm,Sweden,59.3251172,18.0710935
Thai Nguyen University,Thai Nguyen,Viet Nam,,
CNRS-UNS-IRD-UPMC,Valbonne,France,43.641141,7.0086255
Institute of Materials and Environmental Chemistry,Budapest,Hungary,47.4978789,19.0402383
Sampoerna University,Jakarta,Indonesia,-6.1754049,106.827168
Jiangsu Petrochemical Safety and Environmental Protection Engineering Research Center,Changzhou,China,31.8122623,119.9691539
"Electrodynamics Associates, Inc.",Oviedo,United States,,
"ADVANCED TACTILE IMAGING, INC.",TRENTON,United States,,
New South Wales Public Schools,Sydney,Australia,-33.8698439,151.2082848
Taylor University,Upland,United States,,
Habitat Health Impact Consulting,Calgary,Canada,51.0456064,-114.057541
Shanghai Hydrogen Propulsion Technology Co. Ltd,Shanghai,China,31.2312707,121.4700152
Cancer Trials Ireland,Dublin,Ireland,53.3493795,-6.2605593
Dartmouth College,Hanover,United States,43.7023545,-72.2892164
"Samsung Electronics Co., Ltd., Russia",Moscow,Russian Federation,55.625578,37.6063916
Simmons,Albany,United States,42.6511674,-73.754968
Instituto de Investigación Sanitaria de Navarra,Pamplona,Spain,42.815686,-1.6522353
Saint Petersburg State Pediatric Medical University,Saint Petersburg,Russian Federation,59.9606739,30.1586551
Dipartimento di Ingegneria Ambientale,,Italy,,
Robert Bosch,Bengaluru,India,12.9767936,77.590082
Pepperdine University,Malibu,United States,,
Université de Lorraine,Nancy,France,48.6937223,6.1834097
Veneto Institute of Molecular Medicine,Padua,Italy,45.4077172,11.8734455
Dr. Ambedkar College,Nagpur,India,21.1498134,79.0820556
TOTAL S.A.,Paris,France,48.8534951,2.3483915
"Mar Ivanios College, Thiruvananthapuram",Thiruvananthapuram,India,8.4882267,76.947551
Sacmi Imola S.C.,Imola (BO),Italy,,
Laboratoire de Bio-Géosciences et Ingénierie des Matériaux,Casablanca,Morocco,33.5945144,-7.6200284
Jiangxi University of Chinese Medicine,Nanchang,China,28.6472124,116.0348483
Georgia Institute of Technology,Atlanta,United States,33.7489924,-84.3902644
Kutak za tebe,Zagreb,Croatia,45.8130967,15.9772795
WBSEDCL,Midnapore,India,,
Healthy Living for Pandemic Event Protection (HL-PIVOT) Network,Chicago,United States,41.8755616,-87.6244212
Vienna Biocenter,Vienna,Austria,48.2083537,16.3725042
The Adelaide Business School,Adelaide,Australia,-34.9281805,138.5999312
"Royal Victorian Eye &amp; Ear Hospital, Melbourne",Melbourne,Australia,-37.8142454,144.9631732
"Science and Technology Corporation, Hampton",Hampton,United States,,
Imo State Polytechnic,Umuagwo,Nigeria,,
NV Bekaert SA,Zwevegem,Belgium,,
Universidade Federal Rural do Semi-Árido – UFERSA,Mossoro,Brazil,,
Babaria Institute of Technology,Vadodara,India,22.2973142,73.1942567
China Southern Power Grid,Guangzhou,China,23.1301964,113.2592945
Azienda Ospedaliera Santa Maria Nuova di Reggio Emilia,Reggio Emilia,Italy,44.6086674,10.5940667
The Faculty of Science &amp; Engineering,Perth,Australia,-31.9558933,115.8605855
Pázmáy Péter Catholic University,Budapest,Hungary,47.4978789,19.0402383
Centenary Institute of Cancer Medicine and Cell Biology,Sydney,Australia,-33.8698439,151.2082848
Institut des Sciences Cognitives Marc Jeannerod,Bron,France,,
"Museu Nacional de História Natural e da Ciência, Universidade de Lisboa",Lisbon,Portugal,38.7077507,-9.1365919
University of Sistan and Baluchestan,Zahedan,Iran,29.4928874,60.8503017
"Beijing Friendship Hospital, Capital Medical University",Beijing,China,40.190632,116.412144
"Karlsruher Institut für Technologie, Campus Süd",Karlsruhe,Germany,49.0068705,8.4034195
Kindai University School of Medicine,Osakasayama,Japan,,
Tulane University Health Sciences Center,New Orleans,United States,29.9759983,-90.0782127
Centre for Mechanical Technology and Automation (TEMA),Aveiro,Portugal,40.640496,-8.6537841
Institut Préparatoire Aux Etudes d'Ingénieurs de Tunis,Tunis,Tunisia,33.8439408,9.400138
University Constantin Brancusi,Targu-Jiu,Romania,,
R. N. L. Khan Women’s College (Autonomous),Paschim Medinipur,India,,
JenaBatteries GmbH,Jena,Germany,50.9281717,11.5879359
EPSRC College,,United Kingdom,,
Departamento de Zoologia Y Antropologia Fisica (Antropologia Fisica),Madrid,Spain,40.4167047,-3.7035825
Wuhan Digital Design and Manufacturing Innovation Center Co. Ltd,Wuhan,China,30.5951051,114.2999353
Sea AI Lab,Singapore City,Singapore,1.296168,103.8500437
Strategic Analysis,Arlington,United States,32.7355816,-97.1071186
Aerospace Research Institute of Materials &amp; Processing Technology,Beijing,China,40.190632,116.412144
National Space Science Center,Beijing,China,40.190632,116.412144
American Society for Microbiology,"Washington, D.C.",United States,38.8950368,-77.0365427
Arizona School of Health Sciences,Mesa,United States,33.4151005,-111.831455
Shuohuang Railway Development Limited Liability Company,Beijing,China,40.190632,116.412144
Roozbeh Hospital,Tehran,Iran,35.6892523,51.3896004
Theiss Research,San Diego,United States,32.7174202,-117.162772
"Oniris - Ecole Nationale Vétérinaire, Agroalimentaire et de l’Alimentation",Nantes,France,47.2186371,-1.5541362
"University of New England, USA",Biddeford,United States,,
College of Business,Lincoln,United States,40.8088861,-96.7077751
Soprintendenza per i Beni Culturali ed Ambientali di Trapani,Trapani,Italy,,
Polissia National University,Zhytomyr,Ukraine,50.9080532,28.3867504
Centre for Business and Economics Research (CeBER),Coimbra,Portugal,40.2111931,-8.4294632
Izumiootu Municipal Hospital,"Izumiotsu, Osaka",Japan,,
